Drug_1,Drug_2,Similarity,Relation
miglitol,miglustat,0.7111111111111111,0
zidovudine,telbivudine,0.6896551724137931,0
oxycodone,naloxone,0.6024096385542169,0
oxycodone,oxymorphone,0.7887323943661971,0
dextromethorphan,levorphanol,0.765625,0
trandolapril,perindopril,0.717391304347826,0
trandolapril,enalapril,0.7052631578947368,0
ciprofloxacin,norfloxacin,0.7236842105263158,0
vincristine,vinblastine,0.9137931034482759,0
amoxapine,loxapine,0.7368421052631579,0
hydroxyzine,cetirizine,0.8117647058823529,0
hydroxyzine,chlorcyclizine,0.6707317073170732,0
hydroxyzine,levocetirizine dihydrochloride,0.8117647058823529,0
propranolol,pindolol,0.640625,0
carbenicillin,ampicillin,0.7763157894736842,0
carbenicillin,azlocillin,0.6458333333333334,0
nizatidine,ranitidine,0.6111111111111112,0
diclofenac,aceclofenac,0.7727272727272727,0
doxazosin,prazosin,0.6509433962264151,0
doxazosin,terazosin,0.6509433962264151,0
nafcillin,oxacillin,0.6020408163265306,0
chloroquine,hydroxychloroquine,0.8142857142857143,0
rifabutin,rifampin,0.6787564766839378,0
oxandrolone,oxymetholone,0.6933333333333334,0
fluphenazine,trifluoperazine,0.8043478260869565,0
fluphenazine,perphenazine,0.7934782608695652,0
testosterone,methyltestosterone,0.6666666666666666,0
prednisone,prednisolone,0.7108433734939759,0
adenosine,nelarabine,0.6086956521739131,0
mebendazole,nocodazole,0.684931506849315,0
trazodone,nefazodone,0.6226415094339622,0
epinephrine,norepinephrine,0.675,0
epinephrine,isoproterenol,0.7045454545454546,0
sumatriptan,almotriptan,0.6438356164383562,0
chlorpropamide,tolbutamide,0.6666666666666666,0
tamoxifen,clomiphene,0.71875,0
losartan,olmesartan,0.6363636363636364,0
losartan,erythropoietin,0.7676767676767676,0
midazolam,triazolam,0.6097560975609756,0
fludrocortisone,hydrocortisone,0.6551724137931034,0
daunorubicin,doxorubicin,0.8828828828828829,0
daunorubicin,idarubicin,0.7946428571428571,0
naltrexone,naloxone,0.759493670886076,0
naltrexone,oxymorphone,0.7272727272727273,0
naltrexone,nalbuphine,0.6666666666666666,0
naltrexone,methylnaltrexone bromide,0.6666666666666666,0
lamivudine,emtricitabine,0.6226415094339622,0
risperidone,paliperidone,0.7777777777777778,0
meclizine,chlorcyclizine,0.6436781609195402,0
hydrocortisone,prednisolone,0.6904761904761905,0
mannitol,sorbitol,1.0,0
scopolamine,atropine,0.618421052631579,0
tetracycline,oxytetracycline,0.6037735849056604,0
tetracycline,minocycline,0.6285714285714286,0
mometasone,beclomethasone,0.875,0
primidone,phenobarbital,0.6428571428571429,0
biperiden,procyclidine,0.6049382716049383,0
meloxicam,isoxicam,0.68,0
diazepam,estazolam,0.6527777777777778,0
trifluoperazine,perphenazine,0.6224489795918368,0
cefaclor,loracarbef,0.7368421052631579,0
cefaclor,cephalexin,0.8333333333333334,0
cefaclor,cefadroxil,0.6144578313253012,0
oxazepam,clorazepate,0.7761194029850746,0
pseudoephedrine,ephedrine,1.0,0
prednisolone,methylprednisolone,0.7349397590361446,0
prednisolone,budesonide,0.6020408163265306,0
terbutaline,orciprenaline,0.64,0
sirolimus,everolimus,0.900523560209424,0
sirolimus,temsirolimus,0.8472906403940886,0
quinapril,enalapril,0.6666666666666666,0
quinapril,moexipril,0.6964285714285714,0
amantadine,rimantadine,0.6046511627906976,0
cyclobenzaprine,doxepin,0.6266666666666667,0
azacitidine,cytarabine,0.6727272727272727,0
azacitidine,decitabine,0.6071428571428571,0
methyldopa,carbidopa,0.723404255319149,0
doxorubicin,idarubicin,0.7142857142857143,0
ketoprofen,fenoprofen,0.625,0
felodipine,clevidipine,0.7619047619047619,0
selegiline,pargyline,0.6222222222222222,0
amoxicillin,ampicillin,0.7368421052631579,0
oxybutynin,oxyphenonium,0.6363636363636364,0
glipizide,glibenclamide,0.6605504587155964,0
diphenhydramine,orphenadrine,0.7230769230769231,0
miconazole,econazole,0.7283950617283951,0
chlorpheniramine,dexchlorpheniramine,1.0,0
chlorpheniramine,carbinoxamine,0.734375,0
chlorpheniramine,dexbrompheniramine,0.8,0
chlorpheniramine,brompheniramine,0.8,0
econazole,sulconazole nitrate,0.6781609195402298,0
rabeprazole,dexlansoprazole,0.6904761904761905,0
levofloxacin,ofloxacin,1.0,0
micafungin,anidulafungin,0.7116788321167883,0
itraconazole,posaconazole,0.6705202312138728,0
kanamycin,amikacin,0.7410714285714286,0
kanamycin,neomycin,0.6209677419354839,0
kanamycin,paromomycin,0.6341463414634146,0
naloxone,oxymorphone,0.7567567567567568,0
rifapentine,rifaximin,0.63,0
rifapentine,rifampin,0.6225490196078431,0
ceftriaxone,cefotaxime,0.6454545454545455,0
ceftriaxone,cefpodoxime,0.660377358490566,0
rifaximin,rifampin,0.6051282051282051,0
enoxaparin,dalteparin sodium,1.0,0
mivacurium,atracurium,0.7112068965517241,0
paclitaxel,docetaxel,0.7263157894736842,0
exenatide,corticotropin,0.6402321083172147,0
exenatide,pramlintide,0.6822633297062024,0
exenatide,teriparatide,0.6527632950990615,0
exenatide,corticorelin ovine triflutate,0.6561576354679803,0
corticotropin,teriparatide,0.677,0
corticotropin,corticorelin ovine triflutate,0.9064516129032258,0
pancuronium,vecuronium,0.7769230769230769,0
dextroamphetamine,methamphetamine,0.6388888888888888,0
everolimus,temsirolimus,0.8731707317073171,0
benzbromarone,benziodarone,0.6944444444444444,0
dexchlorpheniramine,carbinoxamine,0.734375,0
dexchlorpheniramine,dexbrompheniramine,0.8,0
dexchlorpheniramine,brompheniramine,0.8,0
piperacillin,azlocillin,0.7383177570093458,0
cetirizine,chlorcyclizine,0.6547619047619048,0
cetirizine,levocetirizine dihydrochloride,1.0,0
ampicillin,azlocillin,0.6276595744680851,0
loracarbef,cephalexin,0.65,0
prazosin,terazosin,0.6494845360824743,0
cefotaxime,cefixime,0.64,0
cefotaxime,cefuroxime,0.62,0
cefotaxime,ceftizoxime,0.6413043478260869,0
cefotaxime,cefepime,0.6132075471698113,0
cefotaxime,cefpodoxime,0.8488372093023255,0
cefotaxime,cefditoren,0.6111111111111112,0
cefdinir,cefixime,0.7790697674418605,0
cefdinir,cefpodoxime,0.6263736263736264,0
cephalexin,cefadroxil,0.7402597402597403,0
cephalexin,cephradine,0.6296296296296297,0
enalapril,moexipril,0.6055045871559633,0
enalapril,lisinopril,0.6082474226804123,0
nystatin,amphotericin b,0.7053140096618358,0
cefixime,cefpodoxime,0.6224489795918368,0
oxacillin,cloxacillin,0.7931034482758621,0
cefadroxil,cefprozil,0.7974683544303798,0
cefadroxil,cephradine,0.6144578313253012,0
ceftizoxime,ceftibuten,0.6627906976744186,0
ceftizoxime,cefpodoxime,0.6781609195402298,0
cefepime,cefpodoxime,0.6435643564356436,0
trihexyphenidyl,procyclidine,0.9538461538461539,0
chlorcyclizine,levocetirizine dihydrochloride,0.6547619047619048,0
alendronate,pamidronate,0.8055555555555556,0
ergonovine,methylergonovine,0.8289473684210527,0
guaifenesin,methocarbamol,0.6538461538461539,0
lactulose,lactose,0.6266666666666667,0
neomycin,paromomycin,0.9152542372881356,0
protirelin,thyrotropin alfa,1.0,0
atracurium,cisatracurium besylate,0.7777777777777778,0
cefpodoxime,cefditoren,0.6407766990291263,0
leuprolide,triptorelin pamoate,0.8049645390070922,0
dexbrompheniramine,brompheniramine,1.0,0
pramlintide,teriparatide,0.602308499475341,0
pramlintide,corticorelin ovine triflutate,0.6165338645418327,0
teriparatide,corticorelin ovine triflutate,0.6907426246185148,0
teriparatide,secretin,0.6014150943396226,0
